enderecos,lon,lat,endereco
"DAS FLORES, 1275 - SANTA ROSA, Colinas do Tocantins - TO, 77760000",-48.47029389999999,-8.062694,"DAS FLORES, 1275 - SANTA ROSA, Colinas do Tocantins - TO, 77760000"
"Rua Goias, 39 - Centro, Combinado - TO, 77350000",-46.5477336,-12.8076634,"Rua Goias, 39 - Centro, Combinado - TO, 77350000"
"RUA 12 DE OUTUBRO,SETOR LESTE, 12 - CENTRO, Conceição do Tocantins - TO, 77305000",-47.3706554,-12.1055373,"RUA 12 DE OUTUBRO,SETOR LESTE, 12 - CENTRO, Conceição do Tocantins - TO, 77305000"
"RUA 05, 1195 - CENTRO, Couto Magalhães - TO, 77750000",-49.1761215,-8.360119,"RUA 05, 1195 - CENTRO, Couto Magalhães - TO, 77750000"
"Avenida Perimetral, 0 - Setor Celso Alves Mourão, Cristalândia - TO, 77490000",-49.4466005,-10.5880461,"Avenida Perimetral, 0 - Setor Celso Alves Mourão, Cristalândia - TO, 77490000"
"BENTO XVI, 0 - CENTRO, Crixás do Tocantins - TO, 77463000",-49.0009403,-11.2037661,"BENTO XVI, 0 - CENTRO, Crixás do Tocantins - TO, 77463000"
"TIRADENTES, 0 - CENTRO, Darcinópolis - TO, 77910000",-47.7492805,-6.7100091,"TIRADENTES, 0 - CENTRO, Darcinópolis - TO, 77910000"
"Mestre Almeida, 192 - Nova Cidade, Dianópolis - TO, 77300000",12.2463181,45.4934881,"Mestre Almeida, 192 - Nova Cidade, Dianópolis - TO, 77300000"
"JOÃO GUALBERTO, 0 - AEROPORTO, Divinópolis do Tocantins - TO, 77670000",-49.2111109,-9.7993493,"JOÃO GUALBERTO, 0 - AEROPORTO, Divinópolis do Tocantins - TO, 77670000"
"RUA NOVA, 72 - CENTRO, Dois Irmãos do Tocantins - TO, 77685000",-49.0644472,-9.262749099999999,"RUA NOVA, 72 - CENTRO, Dois Irmãos do Tocantins - TO, 77685000"
"Luiz Marcos Rodrigues, 0 - Setor Aeroporto, Dueré - TO, 77485000",-49.4466005,-11.4596773,"Luiz Marcos Rodrigues, 0 - Setor Aeroporto, Dueré - TO, 77485000"
"Rua Marabá, 0 - VILA DO GATO, Esperantina - TO, 77993000",-48.5338169,-5.3649304,"Rua Marabá, 0 - VILA DO GATO, Esperantina - TO, 77993000"
"Principal, 1 - Vila Tocantins, Fátima - TO, 77555000",-48.9080175,-10.7606788,"Principal, 1 - Vila Tocantins, Fátima - TO, 77555000"
"GOIÁS, 0 - Urbano Periferico, Figueirópolis - TO, 77465000",-49.8362237,-15.8270369,"GOIÁS, 0 - Urbano Periferico, Figueirópolis - TO, 77465000"
"CAROLINA, 0 - CENTRO, Filadélfia - TO, 77795000",-47.4958657,-7.335410899999999,"CAROLINA, 0 - CENTRO, Filadélfia - TO, 77795000"
"TOMAZ EVANGELISTA, QD. F1, LT 01 J, 0 - ST SÃO JOSÉ II, Formoso do Araguaia - TO, 77470000",-49.52093139999999,-11.8103739,"TOMAZ EVANGELISTA, QD. F1, LT 01 J, 0 - ST SÃO JOSÉ II, Formoso do Araguaia - TO, 77470000"
"DOS GIRASSOIS, 1 - CENTENÁRIO, Fortaleza do Tabocão - TO, 77708000",NA,NA,"DOS GIRASSOIS, 1 - CENTENÁRIO, Fortaleza do Tabocão - TO, 77708000"
"ANTONIO DE AGUIAR, 0 - SETOR AEROPORTO, Goianorte - TO, 77695000",-48.40505719999999,-10.7093354,"ANTONIO DE AGUIAR, 0 - SETOR AEROPORTO, Goianorte - TO, 77695000"
"Rua 21 de Abril, 0 - Centro, Goiatins - TO, 77770000",-47.3130797,-7.7136385,"Rua 21 de Abril, 0 - Centro, Goiatins - TO, 77770000"
"GOIAS, 2163 - CENTRO, Guaraí - TO, 77700000",-48.513105,-8.837838699999999,"GOIAS, 2163 - CENTRO, Guaraí - TO, 77700000"
"RUA H, Q. 29, LT. 11, 149 - VILA IRIS, Gurupi - TO, 77402970",-49.0641911,-11.745438,"RUA H, Q. 29, LT. 11, 149 - VILA IRIS, Gurupi - TO, 77402970"
"AEROPORTO, 0 - VILA NOVA, Gurupi - TO, 77405200",-49.067284,-11.719689,"AEROPORTO, 0 - VILA NOVA, Gurupi - TO, 77405200"
"AVENIDA GOIAS, 0 - CENTRO, Ipueiras - TO, 77553000",-48.4412442,-11.2387911,"AVENIDA GOIAS, 0 - CENTRO, Ipueiras - TO, 77553000"
"PAULO FALCAO TEIXEIRA, 0 - CENTRO, Itacajá - TO, 77720000",-47.5275422,-8.6214999,"PAULO FALCAO TEIXEIRA, 0 - CENTRO, Itacajá - TO, 77720000"
"Frederico Morbac, 0 - Vila nova, Itaguatins - TO, 77920000",-47.4799454,-5.7754382,"Frederico Morbac, 0 - Vila nova, Itaguatins - TO, 77920000"
"34, 0 - SETOR BELA VISTA, Itapiratins - TO, 77718000",-48.198316,-7.1604964,"34, 0 - SETOR BELA VISTA, Itapiratins - TO, 77718000"
"RUA FLORIANO PEIXOTO S/N, 0 - CENTRO, Itaporã do Tocantins - TO, 77740000",-48.6929995,-8.574385699999999,"RUA FLORIANO PEIXOTO S/N, 0 - CENTRO, Itaporã do Tocantins - TO, 77740000"
"F, 0 - CENTRO, Jaú do Tocantins - TO, 77450000",-48.6388879,-12.7819055,"F, 0 - CENTRO, Jaú do Tocantins - TO, 77450000"
"Rua Rui Barbosa, 681 - Centro, Juarina - TO, 77753000",-49.0817124,-8.1678982,"Rua Rui Barbosa, 681 - Centro, Juarina - TO, 77753000"
"RAIMUNDO FELISMINO DE SOUZA, 0 - CENTRO, Lagoa da Confusão - TO, 77493000",-49.6191056,-10.7871029,"RAIMUNDO FELISMINO DE SOUZA, 0 - CENTRO, Lagoa da Confusão - TO, 77493000"
"ALDERINA SANTOS VIEIRA, 0 - CENTRO, Lagoa do Tocantins - TO, 77613000",-47.4882762,-10.3141923,"ALDERINA SANTOS VIEIRA, 0 - CENTRO, Lagoa do Tocantins - TO, 77613000"
"DOS BANDEIRANTES, 0 - SETOR AEROPORTO, Lajeado - TO, 77645000",-48.40505719999999,-10.7093354,"DOS BANDEIRANTES, 0 - SETOR AEROPORTO, Lajeado - TO, 77645000"
"Henrique Batista, 0 - CENTRO, Lavandeira - TO, 77328000",-46.5101852,-12.7898164,"Henrique Batista, 0 - CENTRO, Lavandeira - TO, 77328000"
"BOA SORTE, 542 - CENTRO, Lizarda - TO, 77630000",-46.6731496,-9.5926713,"BOA SORTE, 542 - CENTRO, Lizarda - TO, 77630000"
"ANA MOREIRA, 187 - CENTRO, Luzinópolis - TO, 77903000",-47.8577518,-6.1915322,"ANA MOREIRA, 187 - CENTRO, Luzinópolis - TO, 77903000"
"Rua bahia, 0 - centro, Marianópolis do Tocantins - TO, 77675000",NA,NA,"Rua bahia, 0 - centro, Marianópolis do Tocantins - TO, 77675000"
"TOCANTINS, 0 - centro, Mateiros - TO, 77593000",-46.43930539999999,-10.3853667,"TOCANTINS, 0 - centro, Mateiros - TO, 77593000"
"AVENIDA MAURILIO ALVES BANDEIRA, 0 - CENTRO, Maurilândia do Tocantins - TO, 77918000",-47.5084703,-5.9529166,"AVENIDA MAURILIO ALVES BANDEIRA, 0 - CENTRO, Maurilândia do Tocantins - TO, 77918000"
"HANORA RIBEIRO, 0 - NOVO HORIZONTE II, Miracema do Tocantins - TO, 77650000",-48.393409,-9.5659692,"HANORA RIBEIRO, 0 - NOVO HORIZONTE II, Miracema do Tocantins - TO, 77650000"
"Princesa Isabel, 1065 - Centro, Miranorte - TO, 77660000",-48.5897876,-9.5303838,"Princesa Isabel, 1065 - Centro, Miranorte - TO, 77660000"
"BENICIO PINTO CERQUEIRA, 0 - CENTRO, Monte do Carmo - TO, 77585000",-48.1118038,-10.764696,"BENICIO PINTO CERQUEIRA, 0 - CENTRO, Monte do Carmo - TO, 77585000"
"Umbelina Cavalcante, 0 - CENTRO, Monte Santo do Tocantins - TO, 77673000",-49.0817124,-10.0660388,"Umbelina Cavalcante, 0 - CENTRO, Monte Santo do Tocantins - TO, 77673000"
"Rua Francisco Xavier, 0 - centro, Palmeiras do Tocantins - TO, 77913000",-47.6455169,-6.5864212,"Rua Francisco Xavier, 0 - centro, Palmeiras do Tocantins - TO, 77913000"
"RUA COSTA E SILVA, 0 - CENTRO, Muricilândia - TO, 77850000",-48.6064157,-7.144149400000001,"RUA COSTA E SILVA, 0 - CENTRO, Muricilândia - TO, 77850000"
"DAS ORQUIDEAS, 0 - SETOR GINACIAL, Natividade - TO, 77370000",-47.6849007,-11.8764686,"DAS ORQUIDEAS, 0 - SETOR GINACIAL, Natividade - TO, 77370000"
"GOIAS, 0 - CENTRO, Nazaré - TO, 77895000",-49.8362237,-15.8270369,"GOIAS, 0 - CENTRO, Nazaré - TO, 77895000"
"31 de Março, 1421 - CENTRO, Nova Olinda - TO, 77790000",-48.4167922,-7.6329343,"31 de Março, 1421 - CENTRO, Nova Olinda - TO, 77790000"
"03 DE MAIO, 0 - CENTRO, Nova Rosalândia - TO, 77495000",-49.0009403,-10.5547271,"03 DE MAIO, 0 - CENTRO, Nova Rosalândia - TO, 77495000"
"RUI BARBOSA, 0 - Centro, Novo Acordo - TO, 77610000",-47.2142417,-10.2348587,"RUI BARBOSA, 0 - Centro, Novo Acordo - TO, 77610000"
"F CELT, 0 - CENTRO, Novo Alegre - TO, 77353000",-46.574058,-12.9002047,"F CELT, 0 - CENTRO, Novo Alegre - TO, 77353000"
"CORONEL ABILIO WOLNEY, 1 - CENTRO, Novo Jardim - TO, 77318000",-46.5547852,-11.7022346,"CORONEL ABILIO WOLNEY, 1 - CENTRO, Novo Jardim - TO, 77318000"
"BERNARDO SAYÃO, 0 - CENTRO, Oliveira de Fátima - TO, 77558000",-48.9054019,-10.7092403,"BERNARDO SAYÃO, 0 - CENTRO, Oliveira de Fátima - TO, 77558000"
"JOSE PEREIRA DA SILVA, 1 - CENTRO, Palmeirante - TO, 77798000",-47.936023,-7.862463600000001,"JOSE PEREIRA DA SILVA, 1 - CENTRO, Palmeirante - TO, 77798000"
"Contorno, 798 - CENTRO, Palmeirópolis - TO, 77365000",-48.4078147,-13.0399333,"Contorno, 798 - CENTRO, Palmeirópolis - TO, 77365000"
"PARAISO, 0 - Pouso Alegre, Paraíso do Tocantins - TO, 77600000",-48.8916007,-10.1947306,"PARAISO, 0 - Pouso Alegre, Paraíso do Tocantins - TO, 77600000"
"1, 0 - Setor Oeste, Paraíso do Tocantins - TO, 77600000",-48.8807199,-10.1789319,"1, 0 - Setor Oeste, Paraíso do Tocantins - TO, 77600000"
"Rua.08, Qd. 26, Lt.02, 0 - Setor Aeroporto, Paranã - TO, 77360000",-49.0552697,-11.7141506,"Rua.08, Qd. 26, Lt.02, 0 - Setor Aeroporto, Paranã - TO, 77360000"
"7 de Setembro, 0 - Centro, Pau D'Arco - TO, 77785000",NA,NA,"7 de Setembro, 0 - Centro, Pau D'Arco - TO, 77785000"
"RUA 06, ESQUINA COM A RUA NUMERIANO BEZERRA DE CASTRO, 0 - BELA VISTA I, Pedro Afonso - TO, 77710000",-48.1733687,-8.9707507,"RUA 06, ESQUINA COM A RUA NUMERIANO BEZERRA DE CASTRO, 0 - BELA VISTA I, Pedro Afonso - TO, 77710000"
"Avenida Oscar José da Silva, 0 - Central, Peixe - TO, 77460000",-48.5380168,-12.0342929,"Avenida Oscar José da Silva, 0 - Central, Peixe - TO, 77460000"
"IMPERATRIZ, 0 - CENTRO, Pequizeiro - TO, 77730000",-47.4718408,-5.5205508,"IMPERATRIZ, 0 - CENTRO, Pequizeiro - TO, 77730000"
"GOIAS, 172 - CENTRO, Colméia - TO, 77725000",-48.7625886,-8.7295008,"GOIAS, 172 - CENTRO, Colméia - TO, 77725000"
"3, 0 - CENTRO, Pindorama do Tocantins - TO, 77380000",-47.5780577,-11.1353951,"3, 0 - CENTRO, Pindorama do Tocantins - TO, 77380000"
"PRIMEIRO DE JANEIRO, 0 - CENTRO, Piraquê - TO, 77888000",-48.29269980000001,-6.771279,"PRIMEIRO DE JANEIRO, 0 - CENTRO, Piraquê - TO, 77888000"
"RUA DONA ANA FERREIRA DE CARVALHO, 0 - AEROPORTO, Pium - TO, 77570000",-49.172944,-10.4446749,"RUA DONA ANA FERREIRA DE CARVALHO, 0 - AEROPORTO, Pium - TO, 77570000"
"Goiás, 159 - centro, Ponte Alta do Bom Jesus - TO, 77315000",-49.8362237,-15.8270369,"Goiás, 159 - centro, Ponte Alta do Bom Jesus - TO, 77315000"
"Rua José Mascarenhas - Qd: 05, 0 - Jardim Brasilia II, Ponte Alta do Tocantins - TO, 77590000",-47.5385431,-10.7409088,"Rua José Mascarenhas - Qd: 05, 0 - Jardim Brasilia II, Ponte Alta do Tocantins - TO, 77590000"
"TEODORICO PIMENTEL, 0 - CENTRO, Porto Alegre do Tocantins - TO, 77395000",-47.06254759999999,-11.6183977,"TEODORICO PIMENTEL, 0 - CENTRO, Porto Alegre do Tocantins - TO, 77395000"
"CONTORNO QUADRA 01, LOTE 01, 0 - BRIGADEIRO EDUARDO GOMES, Porto Nacional - TO, 77500000",-48.3858208,-10.7298567,"CONTORNO QUADRA 01, LOTE 01, 0 - BRIGADEIRO EDUARDO GOMES, Porto Nacional - TO, 77500000"
"PARNAÍBA, 0 - VILA NOVA, Porto Nacional - TO, 77500000",-48.40958149999999,-10.6885978,"PARNAÍBA, 0 - VILA NOVA, Porto Nacional - TO, 77500000"
"BENJAMIM CONSTANTE, 0 - CENTRO, Praia Norte - TO, 77970000",-47.814793,-5.3994011,"BENJAMIM CONSTANTE, 0 - CENTRO, Praia Norte - TO, 77970000"
"Rua Mauá,, 1 - Centro, Presidente Kennedy - TO, 77745000",-48.5066606,-8.541005799999999,"Rua Mauá,, 1 - Centro, Presidente Kennedy - TO, 77745000"
"LEONARDO MARINHO, 0 - SETOR SUL, Pugmil - TO, 77603000",-48.9202828,-10.3988154,"LEONARDO MARINHO, 0 - SETOR SUL, Pugmil - TO, 77603000"
"JANETE TAVARES, 0 - CENTRO, Recursolândia - TO, 77733000",-47.2407934,-8.735653,"JANETE TAVARES, 0 - CENTRO, Recursolândia - TO, 77733000"
"TOCANTINS, 194 - RIACHINHO CENTRO, Riachinho - TO, 77893000",-48.1374797,-6.4404474,"TOCANTINS, 194 - RIACHINHO CENTRO, Riachinho - TO, 77893000"
"RUA DAS PALMEIRAS, 0 - CENTRO, Rio da Conceição - TO, 77303000",-46.8836169,-11.3964062,"RUA DAS PALMEIRAS, 0 - CENTRO, Rio da Conceição - TO, 77303000"
"BERNARDO SAYÃO, 118 - CENTRO, Rio dos Bois - TO, 77655000",-48.5342906,-9.341514199999999,"BERNARDO SAYÃO, 118 - CENTRO, Rio dos Bois - TO, 77655000"
"AEROPORTO, 220 - NOVO HORIZONTE, Rio Sono - TO, 77635000",-47.8923857,-9.346576400000002,"AEROPORTO, 220 - NOVO HORIZONTE, Rio Sono - TO, 77635000"
"RUA ARAGUAIA QD 29, 6 - CENTRO, Sampaio - TO, 77980000",-47.8757965,-5.3479962,"RUA ARAGUAIA QD 29, 6 - CENTRO, Sampaio - TO, 77980000"
"Rua Água Fria, 0 - Centro, Sandolândia - TO, 77478000",-49.9319985,-12.5418307,"Rua Água Fria, 0 - Centro, Sandolândia - TO, 77478000"
"AFONSO DE SOUSA REZENDE, 0 - CENTRO, Santa Fé do Araguaia - TO, 77848000",-48.6915418,-7.1545302,"AFONSO DE SOUSA REZENDE, 0 - CENTRO, Santa Fé do Araguaia - TO, 77848000"
"francisco de assis, 0 - CENTRO, Santa Maria do Tocantins - TO, 77716000",-47.8822604,-8.841619099999999,"francisco de assis, 0 - CENTRO, Santa Maria do Tocantins - TO, 77716000"
"22 de maio, 0 - CENTRO, Santa Rita do Tocantins - TO, 77565000",-49.284143,-10.9964535,"22 de maio, 0 - CENTRO, Santa Rita do Tocantins - TO, 77565000"
"Rua José Demétrio Pinheiro, 1 - Centro, Santa Rosa do Tocantins - TO, 77375000",-48.1220565,-11.4478172,"Rua José Demétrio Pinheiro, 1 - Centro, Santa Rosa do Tocantins - TO, 77375000"
"Bahia, 91 - Centro, Santa Tereza do Tocantins - TO, 77615000",-41.7007272,-12.579738,"Bahia, 91 - Centro, Santa Tereza do Tocantins - TO, 77615000"
"AV ARAGUAIA, 0 - CENTRO, Santa Terezinha do Tocantins - TO, 77885000",-47.6718092,-6.435038599999999,"AV ARAGUAIA, 0 - CENTRO, Santa Terezinha do Tocantins - TO, 77885000"
"PEDRO RAMOS, 480 - CENTRO, São Bento do Tocantins - TO, 77958000",-47.92258169999999,-6.0278781,"PEDRO RAMOS, 480 - CENTRO, São Bento do Tocantins - TO, 77958000"
"Francisco Leobas Qd 24 Lot 11, 11 - centro, São Félix do Tocantins - TO, 77605000",NA,NA,"Francisco Leobas Qd 24 Lot 11, 11 - centro, São Félix do Tocantins - TO, 77605000"
"Rua São Pedro, 0 - Novo Horizonte, São Miguel do Tocantins - TO, 77925000",-47.5770359,-5.554215399999999,"Rua São Pedro, 0 - Novo Horizonte, São Miguel do Tocantins - TO, 77925000"
"Getulio Vargas, 0 - Centro, São Salvador do Tocantins - TO, 77368000",-48.23558939999999,-12.7461866,"Getulio Vargas, 0 - Centro, São Salvador do Tocantins - TO, 77368000"
"15 DE NOVEMBRO, 0 - CENTRO, São Sebastião do Tocantins - TO, 77990000",-48.33896439999999,-5.230121899999999,"15 DE NOVEMBRO, 0 - CENTRO, São Sebastião do Tocantins - TO, 77990000"
"AYRTON SENNA, 290 - Setor Aeroporto, São Valério - TO, 77390000",-48.19955909999999,-11.7894048,"AYRTON SENNA, 290 - Setor Aeroporto, São Valério - TO, 77390000"
"23 Vinte e três, 0 - CENTRO, Silvanópolis - TO, 77580000",-48.1727339,-11.1444692,"23 Vinte e três, 0 - CENTRO, Silvanópolis - TO, 77580000"
"PIAUI, 0 - CENTRO, Sítio Novo do Tocantins - TO, 77940000",-47.6331768,-5.6033002,"PIAUI, 0 - CENTRO, Sítio Novo do Tocantins - TO, 77940000"
"Angelin, 0 - centro, Sucupira - TO, 77458000",-48.9689468,-11.993461,"Angelin, 0 - centro, Sucupira - TO, 77458000"
"CORONEL CAMILO GODINHO, 0 - CENTRO, Taguatinga - TO, 77320000",-46.4361548,-12.4039427,"CORONEL CAMILO GODINHO, 0 - CENTRO, Taguatinga - TO, 77320000"
"PAULO LIMA DE SOUZA, 0 - Centro, Taipas do Tocantins - TO, 77308000",-46.9926316,-12.1928172,"PAULO LIMA DE SOUZA, 0 - Centro, Taipas do Tocantins - TO, 77308000"
"Ilson Furtado Carlota Qd. 28 Lt. 09, 0 - CENTRO, Talismã - TO, 77483000",NA,NA,"Ilson Furtado Carlota Qd. 28 Lt. 09, 0 - CENTRO, Talismã - TO, 77483000"
"AV DO CONTORNO, RUA 10 APM 16, 16 - SANTA BÁRBARA, Palmas - TO, 77030334",-48.3008284,-10.3478058,"AV DO CONTORNO, RUA 10 APM 16, 16 - SANTA BÁRBARA, Palmas - TO, 77030334"
"QUADRA 1304 SUL, Al 06, RUA 08 APM 23, 23 - PLANO DIRETOR SUL, Palmas - TO, 77024668",-48.3253267,-10.2642121,"QUADRA 1304 SUL, Al 06, RUA 08 APM 23, 23 - PLANO DIRETOR SUL, Palmas - TO, 77024668"
"AVENIDA DOS NAVEGANTES, APM 12, 0 - MORADA DO SOL II, Palmas - TO, 77270000",-48.2833839,-10.3365921,"AVENIDA DOS NAVEGANTES, APM 12, 0 - MORADA DO SOL II, Palmas - TO, 77270000"
"RUA 04, QUADRA 29, LOTE 08, 8 - TAQUARUÇÚ, Palmas - TO, 77260000",-48.1600673,-10.3159122,"RUA 04, QUADRA 29, LOTE 08, 8 - TAQUARUÇÚ, Palmas - TO, 77260000"
"QUADRA 407 NORTE, AL 01,, 17 - PLANO DIRETOR NORTE, Palmas - TO, 77001572",-48.3475659,-10.1627908,"QUADRA 407 NORTE, AL 01,, 17 - PLANO DIRETOR NORTE, Palmas - TO, 77001572"
"RUA 30, QUADRA 151 - A APM 16, 16 - JARDIM AURENY III, Palmas - TO, 77270000",-48.3489356,-10.300991,"RUA 30, QUADRA 151 - A APM 16, 16 - JARDIM AURENY III, Palmas - TO, 77270000"
"QUADRA T 21, RUA LO 15, NS 16, APM 45, 45 - JARDIM TAQUARI, Palmas - TO, 77063196",-48.3368303,-10.3452707,"QUADRA T 21, RUA LO 15, NS 16, APM 45, 45 - JARDIM TAQUARI, Palmas - TO, 77063196"
"RUA DONA TOMÁZIA, 100 - CENTRO, Tocantínia - TO, 77640000",NA,NA,"RUA DONA TOMÁZIA, 100 - CENTRO, Tocantínia - TO, 77640000"
"RIO BRANCO, 436 - ALTO DA BOA VISTA I, Tocantinópolis - TO, 77900000",-67.8248977,-9.975377,"RIO BRANCO, 436 - ALTO DA BOA VISTA I, Tocantinópolis - TO, 77900000"
"TOCANTINS, 0 - NOVO HORIZONTE, Tupirama - TO, 77704000",-48.2791757,-8.9653186,"TOCANTINS, 0 - NOVO HORIZONTE, Tupirama - TO, 77704000"
"João Gomes, 0 - Nova Tupiratins, Tupiratins - TO, 77743000",-48.1281696,-8.3942862,"João Gomes, 0 - Nova Tupiratins, Tupiratins - TO, 77743000"
"RUA 07 DE SETEMBRO, 474 - CENTRO, Wanderlândia - TO, 77860000",-47.9640119,-6.852972899999999,"RUA 07 DE SETEMBRO, 474 - CENTRO, Wanderlândia - TO, 77860000"
"MANOEL DE PINHO, 1 - Nossa Senhora da Conceição, Xambioá - TO, 77880000",-48.5320133,-6.4130902,"MANOEL DE PINHO, 1 - Nossa Senhora da Conceição, Xambioá - TO, 77880000"
"Marly Sarney, 1212 - Centro, Açailândia - MA, 65930000",-47.4978322,-4.950493000000001,"Marly Sarney, 1212 - Centro, Açailândia - MA, 65930000"
"BOM JESUS, 23 - PEQUIA, Açailândia - MA, 65930000",-47.5015362,-4.950978699999999,"BOM JESUS, 23 - PEQUIA, Açailândia - MA, 65930000"
"QUADRA 46, LOTE 108 E 110, 108 - VILA ILDEMAR, Açailândia - MA, 65930000",-47.4653846,-4.9500573,"QUADRA 46, LOTE 108 E 110, 108 - VILA ILDEMAR, Açailândia - MA, 65930000"
"VALMIR COSTA, 3 - CAIXA D'AGUA, Afonso Cunha - MA, 65505000",-43.3220115,-4.1317882,"VALMIR COSTA, 3 - CAIXA D'AGUA, Afonso Cunha - MA, 65505000"
"PRIMEIRO DE MAIO, 0 - CENTRO, Água Doce do Maranhão - MA, 65578000",-42.1770246,-2.9422832,"PRIMEIRO DE MAIO, 0 - CENTRO, Água Doce do Maranhão - MA, 65578000"
"ANEL DE CONTORNO, 0 - CARAVELAS, Alcântara - MA, 65250000",-44.4129675,-2.4001691,"ANEL DE CONTORNO, 0 - CARAVELAS, Alcântara - MA, 65250000"
"RUA PROJETADA, 0 - VILA RITA REIS, Aldeias Altas - MA, 65610000",-45.272333,-5.49548,"RUA PROJETADA, 0 - VILA RITA REIS, Aldeias Altas - MA, 65610000"
"JOÃO CAETANO SALAZAR DE ABREU, 0 - CENTRO, Aldeias Altas - MA, 65610000",-43.4702508,-4.6246377,"JOÃO CAETANO SALAZAR DE ABREU, 0 - CENTRO, Aldeias Altas - MA, 65610000"
"GETULIO VARGAS, 0 - CENTRO, Altamira do Maranhão - MA, 65310000",-45.4602481,-4.1618165,"GETULIO VARGAS, 0 - CENTRO, Altamira do Maranhão - MA, 65310000"
"Rua São Pedro, 0 - Santa Luzia, Alto Alegre do Maranhão - MA, 65413000",-45.6666806,-3.9674747,"Rua São Pedro, 0 - Santa Luzia, Alto Alegre do Maranhão - MA, 65413000"
"DA MANGUEIRA, 0 - VILA FUFUCA, Alto Alegre do Pindaré - MA, 65398000",-45.8447497,-3.6659728,"DA MANGUEIRA, 0 - VILA FUFUCA, Alto Alegre do Pindaré - MA, 65398000"
"HOMERINO DUARTE SEGADILHA, 0 - CENTRO, Alto Parnaíba - MA, 65810000",-46.3624686,-9.4778802,"HOMERINO DUARTE SEGADILHA, 0 - CENTRO, Alto Parnaíba - MA, 65810000"
"RUA BEIJAMIM CONSTANTE, 62 - CENTRO, Amapá do Maranhão - MA, 65293000",-46.0134234,-1.6752715,"RUA BEIJAMIM CONSTANTE, 62 - CENTRO, Amapá do Maranhão - MA, 65293000"
"Rua Flavio Viana, 47 - INDUSTRIAL, Amarante do Maranhão - MA, 65923000",-46.7441914,-5.5769642,"Rua Flavio Viana, 47 - INDUSTRIAL, Amarante do Maranhão - MA, 65923000"
"SÃO JOSÉ, 1320 - POVOADO MUNDO NOVO, Amarante do Maranhão - MA, 65923000",-46.7897668,-5.5131342,"SÃO JOSÉ, 1320 - POVOADO MUNDO NOVO, Amarante do Maranhão - MA, 65923000"
"MAGALHÃES DE ALMEIDA, 0 - CENTRO, Anajatuba - MA, 65490000",-44.6136298,-3.2651266,"MAGALHÃES DE ALMEIDA, 0 - CENTRO, Anajatuba - MA, 65490000"
"Rua Maria Pires Leite, 0 - Torre, Anapurus - MA, 65525000",-43.1075156,-3.6729817,"Rua Maria Pires Leite, 0 - Torre, Anapurus - MA, 65525000"
"1, 0 - NOVO APICUM, Apicum-Açu - MA, 65275000",-45.0933497,-1.5056652,"1, 0 - NOVO APICUM, Apicum-Açu - MA, 65275000"
"Duque de Caxias, 0 - CENTRO, Araguanã - MA, 65368000",-45.6639337,-2.9479333,"Duque de Caxias, 0 - CENTRO, Araguanã - MA, 65368000"
"MARACANÃ, 0 - ALTO SÃO MANOEL, Araioses - MA, 65570000",-41.900535,-2.888042,"MARACANÃ, 0 - ALTO SÃO MANOEL, Araioses - MA, 65570000"
"HENRIQUE AIRES SEREJO, 0 - POV. CARNAUBEIRAS, Araioses - MA, 65570000",-41.9644357,-2.8342121,"HENRIQUE AIRES SEREJO, 0 - POV. CARNAUBEIRAS, Araioses - MA, 65570000"
"AVENIDA FRANCISCO GUARIM, 0 - CENTRO, Arame - MA, 65945000",-45.9692732,-4.822040299999999,"AVENIDA FRANCISCO GUARIM, 0 - CENTRO, Arame - MA, 65945000"
"RUA DO ARAME, 0 - MALVINAS, Arari - MA, 65480000",-44.7743944,-3.4588821,"RUA DO ARAME, 0 - MALVINAS, Arari - MA, 65480000"
"PEDRO LEANDRO FERNANDES, 1 - CRUZEIRO, Arari - MA, 65480000",-44.7783997,-3.450122,"PEDRO LEANDRO FERNANDES, 1 - CRUZEIRO, Arari - MA, 65480000"
"Adelino Fontoura, 0 - CENTRO, Axixá - MA, 65148000",-44.0518864,-2.8389276,"Adelino Fontoura, 0 - CENTRO, Axixá - MA, 65148000"
"09 Qd 33, 0 - Vila Frei Solano, Bacabal - MA, 65700000",-44.797088,-4.209186,"09 Qd 33, 0 - Vila Frei Solano, Bacabal - MA, 65700000"
"Rua 200, 90 - Bosque Aracati, Bacabal - MA, 65700000",-44.7868291,-4.2480707,"Rua 200, 90 - Bosque Aracati, Bacabal - MA, 65700000"
"19 DE JUNHO, 0 - CIDADE NOVA, Bacabeira - MA, 65143000",-42.8357594,-5.1232337,"19 DE JUNHO, 0 - CIDADE NOVA, Bacabeira - MA, 65143000"
"João Petrus Filho, 1 - santana do agreste, Bacuri - MA, 65270000",-45.1428072,-1.7268896,"João Petrus Filho, 1 - santana do agreste, Bacuri - MA, 65270000"
"Casemiro Costa Leite, 1 - Centro, Bacurituba - MA, 65233000",-44.7373177,-2.7103545000000002,"Casemiro Costa Leite, 1 - Centro, Bacurituba - MA, 65233000"
"19, 0 - SÃO FELIX, Balsas - MA, 65800000",-46.04580079999999,-7.514283900000001,"19, 0 - SÃO FELIX, Balsas - MA, 65800000"
"RUA 08 ESQUINA COM A RUA 10, 0 - SÃO CAETANO, Balsas - MA, 65800000",-46.0375836,-7.5112595,"RUA 08 ESQUINA COM A RUA 10, 0 - SÃO CAETANO, Balsas - MA, 65800000"
