enderecos,lon,lat,endereco
"RUA COROADOS, 265 - CENTRO, Brejo Alegre - SP, 16265000",-50.1855226,-21.1673979,"RUA COROADOS, 265 - CENTRO, Brejo Alegre - SP, 16265000"
"Irmãos Lascala, 210 - RESIDENCIAL VEREADOR JOÃO LUIZ DE VICE, Brodowski - SP, 14340000",-47.6467492,-20.9854623,"Irmãos Lascala, 210 - RESIDENCIAL VEREADOR JOÃO LUIZ DE VICE, Brodowski - SP, 14340000"
"SEBASTIÃO LAERTE DE OLIVEIRA, 361 - JARDIM PARISE, Brotas - SP, 17380000",-48.1368578,-22.2854553,"SEBASTIÃO LAERTE DE OLIVEIRA, 361 - JARDIM PARISE, Brotas - SP, 17380000"
"Governador Ademar de Barros, 50 - São João, Buri - SP, 18290000",-48.5962748,-23.7981763,"Governador Ademar de Barros, 50 - São João, Buri - SP, 18290000"
"Rua: Romeu Brito, 475 - Livramento, Buritama - SP, 15290000",-50.141223599999996,-21.0598844,"Rua: Romeu Brito, 475 - Livramento, Buritama - SP, 15290000"
"PARANA, 11 - CENTRO, Buritizal - SP, 14570000",-47.71460219999999,-20.1939011,"PARANA, 11 - CENTRO, Buritizal - SP, 14570000"
"MÁRIO AMARAL GURGEL, 376 - CENTRO, Cabrália Paulista - SP, 17480000",-49.336231,-22.457296500000002,"MÁRIO AMARAL GURGEL, 376 - CENTRO, Cabrália Paulista - SP, 17480000"
"Rua Madagascar, 186 - Vilarejo, Cabreúva - SP, 13319000",-47.0597939,-23.2697554,"Rua Madagascar, 186 - Vilarejo, Cabreúva - SP, 13319000"
"PARAÍBA, 141 - JACARÉ, Cabreúva - SP, 13318000",-47.05751979999999,-23.2542317,"PARAÍBA, 141 - JACARÉ, Cabreúva - SP, 13318000"
"Manoel de Martins de Melo, 47 - Centro, Cabreúva - SP, 13318000",-46.3950425,-23.4902593,"Manoel de Martins de Melo, 47 - Centro, Cabreúva - SP, 13318000"
"Pará, 371 - Vila Menino Jesus, Caçapava - SP, 12289367",-45.7123569,-23.0697503,"Pará, 371 - Vila Menino Jesus, Caçapava - SP, 12289367"
"São Bento, 46 - Vila Antonio Augusto, Caçapava - SP, 12287100",-45.71073459999999,-23.1054192,"São Bento, 46 - Vila Antonio Augusto, Caçapava - SP, 12287100"
"Hairton Rodrigues do Prado, 47 - Centro, Cachoeira Paulista - SP, 12630000",-45.0098759,-22.6657235,"Hairton Rodrigues do Prado, 47 - Centro, Cachoeira Paulista - SP, 12630000"
"Geraldo Aparecida da Silva, 360 - Cristais, Caconde - SP, 13770000",-46.6478963,-21.5328462,"Geraldo Aparecida da Silva, 360 - Cristais, Caconde - SP, 13770000"
"ANTÔNIO SERAFIM FERNANDES, 165 - VILA BELEM, Cafelândia - SP, 16500000",-49.5919009,-21.7961348,"ANTÔNIO SERAFIM FERNANDES, 165 - VILA BELEM, Cafelândia - SP, 16500000"
"Rua José de Oliveira Galindo, 290 - Centro, Caiabu - SP, 19530000",-51.2367922,-22.0127183,"Rua José de Oliveira Galindo, 290 - Centro, Caiabu - SP, 19530000"
"ARMANDO SESTINI, 711 - JD EUCALIPTOS, Caieiras - SP, 7716210",-46.7482935,-23.3416441,"ARMANDO SESTINI, 711 - JD EUCALIPTOS, Caieiras - SP, 7716210"
"PADRE AQUILES SILVESTRE, 76 - CENTRO, Caieiras - SP, 7700615",-46.7468335,-23.3632058,"PADRE AQUILES SILVESTRE, 76 - CENTRO, Caieiras - SP, 7700615"
"Juliana Maria de Lima, 100 - Agrovila III, Caiuá - SP, 19450000",-51.95701820000001,-21.674078,"Juliana Maria de Lima, 100 - Agrovila III, Caiuá - SP, 19450000"
"RUBENS BARBOSA, 131 - JORDANESIA, Cajamar - SP, 7776390",-46.8380052,-23.3385112,"RUBENS BARBOSA, 131 - JORDANESIA, Cajamar - SP, 7776390"
"FLADEMIR ROBERTO LOPES, 114 - JARDIM BELA VISTA, Cajamar - SP, 7790615",-46.842863,-23.4083122,"FLADEMIR ROBERTO LOPES, 114 - JARDIM BELA VISTA, Cajamar - SP, 7790615"
"Constantino Francisco de Almeida, 367 - Parque Maria Aparecida, Cajamar - SP, 7793580",-46.8306513,-23.4155141,"Constantino Francisco de Almeida, 367 - Parque Maria Aparecida, Cajamar - SP, 7793580"
"PEDRO DOMINGUES, 251 - CENTRO, Cajamar - SP, 7750830",-46.8775665,-23.3575495,"PEDRO DOMINGUES, 251 - CENTRO, Cajamar - SP, 7750830"
"AGUAPEI, 697 - VILA ANTUNES, Cajati - SP, 11950000",-48.1005995,-24.7335566,"AGUAPEI, 697 - VILA ANTUNES, Cajati - SP, 11950000"
"DR PIERRE H. GESWEILLER, 440 - CENTRO, Cajati - SP, 11950000",-48.1091681,-24.7296302,"DR PIERRE H. GESWEILLER, 440 - CENTRO, Cajati - SP, 11950000"
"EDUARDO DIELO, 741 - CDHU, Cajobi - SP, 15410000",-48.81006439999999,-20.8733271,"EDUARDO DIELO, 741 - CDHU, Cajobi - SP, 15410000"
"Waldina Bastos Ré, 81 - Jardim Santa Clara, Cajuru - SP, 14240000",-47.3162485,-21.2757818,"Waldina Bastos Ré, 81 - Jardim Santa Clara, Cajuru - SP, 14240000"
"LAURINDA PIA GOMES, 561 - CENTRO, Campina do Monte Alegre - SP, 18245000",-48.4801295,-23.5956942,"LAURINDA PIA GOMES, 561 - CENTRO, Campina do Monte Alegre - SP, 18245000"
"Dona Luiza de Gusmão, 2200 - Vila Nogueira, Campinas - SP, 13088028",-47.0343553,-22.867297400000002,"Dona Luiza de Gusmão, 2200 - Vila Nogueira, Campinas - SP, 13088028"
"Moraes Sales, 1799 - Cambuí, Campinas - SP, 13010002",-47.04764720000001,-22.9055751,"Moraes Sales, 1799 - Cambuí, Campinas - SP, 13010002"
"Carmen de Angelis Nicoletti, 0 - Dic V, Campinas - SP, 13054532",-47.12106170000001,-22.9809548,"Carmen de Angelis Nicoletti, 0 - Dic V, Campinas - SP, 13054532"
"Odete Terezinha Santucci Otaviano, 0 - Conjunto Habitacional Vida Nova, Campinas - SP, 13057508",-47.1737846,-22.974279,"Odete Terezinha Santucci Otaviano, 0 - Conjunto Habitacional Vida Nova, Campinas - SP, 13057508"
"Tião Carreiro, 20 - Vila União III, Campinas - SP, 13060708",-47.1213707,-22.9311559,"Tião Carreiro, 20 - Vila União III, Campinas - SP, 13060708"
"Professor Mário Scolari, 91 - Satélite Íris I, Campinas - SP, 13059605",-47.1313147,-22.9348571,"Professor Mário Scolari, 91 - Satélite Íris I, Campinas - SP, 13059605"
"JOHN BOYD DUNLOP, 12800 - Jardim Santa Clara, Campinas - SP, 13058326",-47.1757669,-22.9428597,"JOHN BOYD DUNLOP, 12800 - Jardim Santa Clara, Campinas - SP, 13058326"
"Altino Arantes, 128 - Jardim Bandeiras II, Campinas - SP, 13051110",-47.093554,-22.9569776,"Altino Arantes, 128 - Jardim Bandeiras II, Campinas - SP, 13051110"
"Ademir Cubero Ruano, 0 - Jardim Campo Belo I, Campinas - SP, 13053124",-47.11572229999999,-23.0304726,"Ademir Cubero Ruano, 0 - Jardim Campo Belo I, Campinas - SP, 13053124"
"Neuraci da Silva Rodrigues, 194 - Recanto da Fortuna, Campinas - SP, 13082574",-47.1251219,-22.84735,"Neuraci da Silva Rodrigues, 194 - Recanto da Fortuna, Campinas - SP, 13082574"
"Papa João Paulo II, 0 - Vila Padre Anchieta, Campinas - SP, 13068219",-47.1535053,-22.8633307,"Papa João Paulo II, 0 - Vila Padre Anchieta, Campinas - SP, 13068219"
"Lasar Segall, 110 - Jardim Florence I, Campinas - SP, 13059016",-47.1545002,-22.940977,"Lasar Segall, 110 - Jardim Florence I, Campinas - SP, 13059016"
"da Bragantina, 1871 - Conjunto Habitacional Sao Jose, Campo Limpo Paulista - SP, 13232297",-46.7536697,-23.2119088,"da Bragantina, 1871 - Conjunto Habitacional Sao Jose, Campo Limpo Paulista - SP, 13232297"
"João Julião Moreira, 655 - Vl Constança, Campo Limpo Paulista - SP, 13238470",-46.7624755,-23.2366596,"João Julião Moreira, 655 - Vl Constança, Campo Limpo Paulista - SP, 13238470"
"Borba Gato, 156 - Vila Thomazina, Campo Limpo Paulista - SP, 13230400",-46.7881586,-23.2082854,"Borba Gato, 156 - Vila Thomazina, Campo Limpo Paulista - SP, 13230400"
"ANTONIO SIMÕES DOS REIS, 366 - VILA NOSSA SENHORA DE FATIMA, Campos do Jordão - SP, 12460000",-45.5825305,-22.7352233,"ANTONIO SIMÕES DOS REIS, 366 - VILA NOSSA SENHORA DE FATIMA, Campos do Jordão - SP, 12460000"
"VEREADOR JOAO BOTELHO DE MELLO, 566 - VILA NOVA, Campos Novos Paulista - SP, 19960000",-49.9953142,-22.6071649,"VEREADOR JOAO BOTELHO DE MELLO, 566 - VILA NOVA, Campos Novos Paulista - SP, 19960000"
"Projetada Seis, 260 - Acaraú, Cananéia - SP, 11990000",-47.941162,-25.0103934,"Projetada Seis, 260 - Acaraú, Cananéia - SP, 11990000"
"AVENIDA 22 DE MARÇO, 369 - CENTRO, Canas - SP, 12615000",-45.0568664,-22.706622,"AVENIDA 22 DE MARÇO, 369 - CENTRO, Canas - SP, 12615000"
"JERÔNIMO FLAUZINO BARBOSA, 251 - VILA GARRIDO, Cândido Mota - SP, 19880000",-50.38598649999999,-22.7439348,"JERÔNIMO FLAUZINO BARBOSA, 251 - VILA GARRIDO, Cândido Mota - SP, 19880000"
"PERNAMBUCO, 105 - CENTRO, Cândido Rodrigues - SP, 15930000",-36.954107,-8.8137173,"PERNAMBUCO, 105 - CENTRO, Cândido Rodrigues - SP, 15930000"
"JOAQUIM BERNARDO DE MENDONCA, 175 - Centro, Canitar - SP, 18990150",-49.7780941,-23.0055156,"JOAQUIM BERNARDO DE MENDONCA, 175 - Centro, Canitar - SP, 18990150"
"Massaichi Kakihara, 1560 - Vila São Paulo, Capão Bonito - SP, 18301146",-48.3518974,-23.9879486,"Massaichi Kakihara, 1560 - Vila São Paulo, Capão Bonito - SP, 18301146"
"Jose Machado, 68 - Centro, Capela do Alto - SP, 18195000",-47.7359448,-23.4737329,"Jose Machado, 68 - Centro, Capela do Alto - SP, 18195000"
"JOSEFINA GIOVANNA ROSSI, 1000 - RIBEIRÃO, Capivari - SP, 13360000",-47.4904388,-22.9842301,"JOSEFINA GIOVANNA ROSSI, 1000 - RIBEIRÃO, Capivari - SP, 13360000"
"DULCINA BARTOLOMEU HOPPE, 78 - SANTO ANTONIO, Capivari - SP, 13360000",-47.5118079,-22.9885717,"DULCINA BARTOLOMEU HOPPE, 78 - SANTO ANTONIO, Capivari - SP, 13360000"
"JOSE HERCULANO, 6900 - PORTO NOVO, Caraguatatuba - SP, 11670400",-45.4429863,-23.6934366,"JOSE HERCULANO, 6900 - PORTO NOVO, Caraguatatuba - SP, 11670400"
"ANTÔNIO VALENTE, 80 - JD JAQUEIRA, Caraguatatuba - SP, 11660000",-45.428283,-23.6243434,"ANTÔNIO VALENTE, 80 - JD JAQUEIRA, Caraguatatuba - SP, 11660000"
"IPIRANGA, 17 - OLARIA, Caraguatatuba - SP, 11663200",-45.38157160000001,-23.6187718,"IPIRANGA, 17 - OLARIA, Caraguatatuba - SP, 11663200"
"JOSE JERONIMO SOARES, 400 - MASSAGUACU, Caraguatatuba - SP, 11677460",-45.3315573,-23.5811188,"JOSE JERONIMO SOARES, 400 - MASSAGUACU, Caraguatatuba - SP, 11677460"
"GABRIEL FAGUNDES DA ROSA, 315 - JETUBA, Caraguatatuba - SP, 11676000",-45.353688,-23.5950155,"GABRIEL FAGUNDES DA ROSA, 315 - JETUBA, Caraguatatuba - SP, 11676000"
"COMENDADOR DANTE CARRARO, 333 - CIDADE ARISTON, Carapicuíba - SP, 6396000",-46.8546059,-23.522361,"COMENDADOR DANTE CARRARO, 333 - CIDADE ARISTON, Carapicuíba - SP, 6396000"
"Zequinha de Abreu, 22 - Parque Santa Tereza, Carapicuíba - SP, 6341340",-46.8204217,-23.5728105,"Zequinha de Abreu, 22 - Parque Santa Tereza, Carapicuíba - SP, 6341340"
"Doutor Miguel Vieira Ferreira, 777 - Jardim Elzinha, Carapicuíba - SP, 6361120",-46.8434039,-23.5560422,"Doutor Miguel Vieira Ferreira, 777 - Jardim Elzinha, Carapicuíba - SP, 6361120"
"PEREIRA BARRETO, 289 - JARDIM SANTA BRIGIDA, Carapicuíba - SP, 6333330",-46.8344648,-23.5615384,"PEREIRA BARRETO, 289 - JARDIM SANTA BRIGIDA, Carapicuíba - SP, 6333330"
"Celeste, 210 - CENTRO, Carapicuíba - SP, 6320030",-46.8371636,-23.5216029,"Celeste, 210 - CENTRO, Carapicuíba - SP, 6320030"
"Dona Maria Gonçalves, 432 - Jardim Alvorada, Cardoso - SP, 15570000",-49.915094,-20.0753082,"Dona Maria Gonçalves, 432 - Jardim Alvorada, Cardoso - SP, 15570000"
"CAPITAO HORTA, 144 - CENTRO, Casa Branca - SP, 13700000",-47.0837526,-21.7728149,"CAPITAO HORTA, 144 - CENTRO, Casa Branca - SP, 13700000"
"Padre Cassiano, 665 - Centro, Cássia dos Coqueiros - SP, 14260000",-47.16958169999999,-21.2804812,"Padre Cassiano, 665 - Centro, Cássia dos Coqueiros - SP, 14260000"
"RUA DUQUE DE CAXIAS, 595 - LARANJEIRAS, Castilho - SP, 16920000",-51.49082139999999,-20.8754473,"RUA DUQUE DE CAXIAS, 595 - LARANJEIRAS, Castilho - SP, 16920000"
"PASTOR JOSE DUTRA DE MORAIS, 99 - DISTRITO INDUSTRIAL ANTONIO ZACCARO, Catanduva - SP, 15808305",-48.94831509999999,-21.1461473,"PASTOR JOSE DUTRA DE MORAIS, 99 - DISTRITO INDUSTRIAL ANTONIO ZACCARO, Catanduva - SP, 15808305"
"TIETE, 1890 - JARDIM SOTO, Catanduva - SP, 15810180",-48.9778185,-21.1541296,"TIETE, 1890 - JARDIM SOTO, Catanduva - SP, 15810180"
"PORTO NOVO, 498 - JARDIM IMPERIAL, Catanduva - SP, 15813010",-49.0172611,-21.1319114,"PORTO NOVO, 498 - JARDIM IMPERIAL, Catanduva - SP, 15813010"
"ANTONIO GIROL, 1335 - NOSSO TETO, Catanduva - SP, 15807000",-48.9473405,-21.1275794,"ANTONIO GIROL, 1335 - NOSSO TETO, Catanduva - SP, 15807000"
"COLONIA DA FEPASA, 2 - SANTA ISABEL, Catiguá - SP, 15870000",-46.22542809999999,-23.3158095,"COLONIA DA FEPASA, 2 - SANTA ISABEL, Catiguá - SP, 15870000"
"Antonio dos Santos Galante, 14 - Centro, Cedral - SP, 15895000",-49.270646,-20.9020312,"Antonio dos Santos Galante, 14 - Centro, Cedral - SP, 15895000"
"Uirapuru, 75 - Recanto dos Pássaros, Cerqueira César - SP, 18764434",-49.1594041,-23.019181,"Uirapuru, 75 - Recanto dos Pássaros, Cerqueira César - SP, 18764434"
"Antonio Cortez Garcia, 205 - Nova Cerqueira, Cerqueira César - SP, 18762078",-49.1763122,-23.0357456,"Antonio Cortez Garcia, 205 - Nova Cerqueira, Cerqueira César - SP, 18762078"
"Lúcia Zanetti Pagotto, 12 - Nova Cerquilho, Cerquilho - SP, 18520000",-47.7573797,-23.1617798,"Lúcia Zanetti Pagotto, 12 - Nova Cerquilho, Cerquilho - SP, 18520000"
"Dr Vinicius Gagliardi, 92 - Vila São José, Cerquilho - SP, 18520000",-47.7390471,-23.1641129,"Dr Vinicius Gagliardi, 92 - Vila São José, Cerquilho - SP, 18520000"
"GABRIEL INÁCIO DE ALMEIDA, 420 - VILA NOVA, Cesário Lange - SP, 18285000",-47.9608012,-23.2204428,"GABRIEL INÁCIO DE ALMEIDA, 420 - VILA NOVA, Cesário Lange - SP, 18285000"
"JOÃO BATISTA CALEGARO, 0 - JARDIM BANDEIRANTE, Charqueada - SP, 13515000",-47.7778937,-22.5022811,"JOÃO BATISTA CALEGARO, 0 - JARDIM BANDEIRANTE, Charqueada - SP, 13515000"
"Joaquim  Rozendo Guerreiro Sanches, 140 - Planalto, Clementina - SP, 16250000",-50.4460855,-21.5677396,"Joaquim  Rozendo Guerreiro Sanches, 140 - Planalto, Clementina - SP, 16250000"
"5, 310 - Cohab I, Colina - SP, 14770000",-48.0155829,-23.0230388,"5, 310 - Cohab I, Colina - SP, 14770000"
"JOSÉ DA MATA, 415 - Centro, Colômbia - SP, 14795000",-48.6861237,-20.1778924,"JOSÉ DA MATA, 415 - Centro, Colômbia - SP, 14795000"
"DOS PETERMANN, 154 - CHJ DEP.BARROS MUNHOZ, Conchal - SP, 13835000",-47.1557087,-22.3664524,"DOS PETERMANN, 154 - CHJ DEP.BARROS MUNHOZ, Conchal - SP, 13835000"
"Elias Tomazela, 150 - VILA SEMINÁRIO, Conchas - SP, 18570000",-48.0153787,-23.0304822,"Elias Tomazela, 150 - VILA SEMINÁRIO, Conchas - SP, 18570000"
"DOS CRAVOS, 217 - JARDIM ELDORADO, Cordeirópolis - SP, 13490000",-47.4745458,-22.4715389,"DOS CRAVOS, 217 - JARDIM ELDORADO, Cordeirópolis - SP, 13490000"
"CARLOS CAMPOS, 90 - CENTRO, Coroados - SP, 16260000",-50.2845502,-21.3567725,"CARLOS CAMPOS, 90 - CENTRO, Coroados - SP, 16260000"
"CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 514 - CENTRO, Coronel Macedo - SP, 18745000",-49.3141609,-23.6299565,"CAPITÃO AMÉRICO FRANCISCO DA VEIGA, 514 - CENTRO, Coronel Macedo - SP, 18745000"
"Tres, 12 - Centro, Corumbataí - SP, 13540000",-47.6232221,-22.2229445,"Tres, 12 - Centro, Corumbataí - SP, 13540000"
"Rua Amphilophio de Melo Albuquerque, 287 - Novo Cosmópolis, Cosmópolis - SP, 13152338",-47.1734529,-22.6358528,"Rua Amphilophio de Melo Albuquerque, 287 - Novo Cosmópolis, Cosmópolis - SP, 13152338"
"BENEDITO DE  MORAES MACHADO, 755 - PARQUE DAS RESIDENCIAL DAS ANDORINHAS, Cosmópolis - SP, 13157356",-47.2021615,-22.6322802,"BENEDITO DE  MORAES MACHADO, 755 - PARQUE DAS RESIDENCIAL DAS ANDORINHAS, Cosmópolis - SP, 13157356"
"Francisco Cezário de Azevedo, 533 - Vila Damiano, Cosmópolis - SP, 13150618",-47.19193569999999,-22.6404881,"Francisco Cezário de Azevedo, 533 - Vila Damiano, Cosmópolis - SP, 13150618"
"Damião Gonsales Martines, 1093 - Centro, Cosmorama - SP, 15530000",-49.77361089999999,-20.4782261,"Damião Gonsales Martines, 1093 - Centro, Cosmorama - SP, 15530000"
"BENEDITO PIRES DA SILVA SOBRINHO, 157 - CAUCAIA DO ALTO, Cotia - SP, 6725100",-46.9006444,-23.615709,"BENEDITO PIRES DA SILVA SOBRINHO, 157 - CAUCAIA DO ALTO, Cotia - SP, 6725100"
"VEREADOR JOSÉ DE SOUZA, 74 - VILA MONTE SERRAT, Cotia - SP, 6717185",-46.922995,-23.6065349,"VEREADOR JOSÉ DE SOUZA, 74 - VILA MONTE SERRAT, Cotia - SP, 6717185"
"MEN DE SA, 605 - JARDIM JAPÃO, Cotia - SP, 6726110",-47.0787241,-23.6687013,"MEN DE SA, 605 - JARDIM JAPÃO, Cotia - SP, 6726110"
"MONET, 584 - RECANTO SUAVE, Cotia - SP, 6710660",-46.827168,-23.5960482,"MONET, 584 - RECANTO SUAVE, Cotia - SP, 6710660"
"DOS PALMEIRAS, 54 - JARDIM SANDRA, Cotia - SP, 6722080",-46.9521805,-23.6359312,"DOS PALMEIRAS, 54 - JARDIM SANDRA, Cotia - SP, 6722080"
"JORGE RIZZO, 226 - PARQUE MIGUEL MIRIZOLA, Cotia - SP, 6704220",-46.92015989999999,-23.5808847,"JORGE RIZZO, 226 - PARQUE MIGUEL MIRIZOLA, Cotia - SP, 6704220"
"Oswaldo Henrique de Mattos, 3143 - jardim santana, Cravinhos - SP, 14140000",-47.7582017,-21.3259289,"Oswaldo Henrique de Mattos, 3143 - jardim santana, Cravinhos - SP, 14140000"
"MIGUEL SÁBIO DE MELLO, 2870 - JARDIM BELO HORIZONTE, Cristais Paulista - SP, 14460000",-47.4164945,-20.4041199,"MIGUEL SÁBIO DE MELLO, 2870 - JARDIM BELO HORIZONTE, Cristais Paulista - SP, 14460000"
"Luis Zandonadi, 343 - Centro, Cruzália - SP, 19860000",-50.7941392,-22.7429055,"Luis Zandonadi, 343 - Centro, Cruzália - SP, 19860000"
"SETE DE SETEMBRO, 440 - VILA PAULISTA, Cruzeiro - SP, 12701140",-44.9659432,-22.5855615,"SETE DE SETEMBRO, 440 - VILA PAULISTA, Cruzeiro - SP, 12701140"
"Eurides Martins de Souza Rocha, 380 - Nova Cruzeiro, Cruzeiro - SP, 12722510",-44.9344319,-22.5601031,"Eurides Martins de Souza Rocha, 380 - Nova Cruzeiro, Cruzeiro - SP, 12722510"
"dos  Cravos, 339 - VILA NATAL, Cubatão - SP, 11538040",-46.434404,-23.8999523,"dos  Cravos, 339 - VILA NATAL, Cubatão - SP, 11538040"
"Januário Cândido Pontes, 0 - Jardim Nova República, Cubatão - SP, 11534160",-46.4293159,-23.9182143,"Januário Cândido Pontes, 0 - Jardim Nova República, Cubatão - SP, 11534160"
"Padre  Nivaldo Vicente dos Santos, 41 - Centro, Cubatão - SP, 11510260",-46.4216144,-23.8826085,"Padre  Nivaldo Vicente dos Santos, 41 - Centro, Cubatão - SP, 11510260"
"João Mayela Querido, 0 - Parque Nova CUNHA, Cunha - SP, 12530000",-44.954473900000004,-23.0765463,"João Mayela Querido, 0 - Parque Nova CUNHA, Cunha - SP, 12530000"
"24 de Outubro, 483 - CENTRO, Descalvado - SP, 13690000",-47.6196801,-21.9047757,"24 de Outubro, 483 - CENTRO, Descalvado - SP, 13690000"
"Lico Maia, 256 - Serraria, Diadema - SP, 9981420",-46.6152699,-23.700879,"Lico Maia, 256 - Serraria, Diadema - SP, 9981420"
"Idealópolis, 295 - Piraporinha, Diadema - SP, 9950580",-46.5788088,-23.673075,"Idealópolis, 295 - Piraporinha, Diadema - SP, 9950580"
"NOSSA SENHORA DOS NAVEGANTES, 1090 - ELDORADO, Diadema - SP, 9972260",-46.6176637,-23.722219,"NOSSA SENHORA DOS NAVEGANTES, 1090 - ELDORADO, Diadema - SP, 9972260"
"celite, 0 - campanário, Diadema - SP, 9931600",-46.61986659999999,-23.6628591,"celite, 0 - campanário, Diadema - SP, 9931600"
"Afonso Monteiro da Cruz, 254 - Inamar, Diadema - SP, 9980550",-46.6108517,-23.7093358,"Afonso Monteiro da Cruz, 254 - Inamar, Diadema - SP, 9980550"
"CARLOS MARTINS FONTES, 2279 - CENTRO, Dirce Reis - SP, 15715000",-50.6059445,-20.4690003,"CARLOS MARTINS FONTES, 2279 - CENTRO, Dirce Reis - SP, 15715000"
"João Cabreira, 0 - Centro, Divinolândia - SP, 13780000",-46.73938709999999,-21.6617628,"João Cabreira, 0 - Centro, Divinolândia - SP, 13780000"
"BATISTA BARBIERI, 1172 - CENTRO, Dobrada - SP, 15980000",-48.3961524,-21.5199649,"BATISTA BARBIERI, 1172 - CENTRO, Dobrada - SP, 15980000"
"MOACYR ALBERTO GAMBA, 0 - CENTRO, Dois Córregos - SP, 17300000",-48.3860575,-22.3734081,"MOACYR ALBERTO GAMBA, 0 - CENTRO, Dois Córregos - SP, 17300000"
"Santo Antonio, 0 - Centro, Dolcinópolis - SP, 15740000",-50.5110751,-20.1226371,"Santo Antonio, 0 - Centro, Dolcinópolis - SP, 15740000"
"Osvaldo Paulino dos Santos, 485 - Jardim Brasilândia, Dracena - SP, 17900000",-51.5536628,-21.4881267,"Osvaldo Paulino dos Santos, 485 - Jardim Brasilândia, Dracena - SP, 17900000"
"FRANCISCO SABATINI, 410 - Centro, Duartina - SP, 17470000",-49.4092144,-22.4102345,"FRANCISCO SABATINI, 410 - Centro, Duartina - SP, 17470000"
"Francisco Sampaio, 155 - Centro, Dumont - SP, 14120000",-47.9736329,-21.2372123,"Francisco Sampaio, 155 - Centro, Dumont - SP, 14120000"
"Fracisco Nascimento Lima, 526 - Centro, Echaporã - SP, 19830000",-50.20717399999999,-22.431138,"Fracisco Nascimento Lima, 526 - Centro, Echaporã - SP, 19830000"
"PRAÇA NOSSA SENHORA DA GUIA, 41 - CENTRO, Eldorado - SP, 11960000",-48.1096646,-24.5207646,"PRAÇA NOSSA SENHORA DA GUIA, 41 - CENTRO, Eldorado - SP, 11960000"
"JOSE BARRERA, 193 - JD MARIO COVAS, Elias Fausto - SP, 13350000",-47.3631098,-23.0405955,"JOSE BARRERA, 193 - JD MARIO COVAS, Elias Fausto - SP, 13350000"
"Maria Angela Leandre Borghi, 172 - Cohab, Elisiário - SP, 15823000",-49.1080605,-21.1662611,"Maria Angela Leandre Borghi, 172 - Cohab, Elisiário - SP, 15823000"
"SÃO CARLOS, 128 - JD. SÃO MARCOS, Embu - SP, 6814120",-46.8140083,-23.6613403,"SÃO CARLOS, 128 - JD. SÃO MARCOS, Embu - SP, 6814120"
"ANDRONICO DOS PRAZERES GONÇALVES, 114 - CENTRO, Embu - SP, 6804200",-46.853155,-23.648017,"ANDRONICO DOS PRAZERES GONÇALVES, 114 - CENTRO, Embu - SP, 6804200"
"OURO PRETO, 481 - JARDIM SANTO EDUARDO, Embu - SP, 6823110",-46.8017329,-23.6743074,"OURO PRETO, 481 - JARDIM SANTO EDUARDO, Embu - SP, 6823110"
"AVENIDA JOÃO PAULO II, 1799 - JARDIM CASA BRANCA, Embu - SP, 6810605",-46.79649879999999,-23.6484465,"AVENIDA JOÃO PAULO II, 1799 - JARDIM CASA BRANCA, Embu - SP, 6810605"
"MACEIO, 10 - JARDIM VISTA ALEGRE, Embu - SP, 6807430",-46.8247304,-23.6284074,"MACEIO, 10 - JARDIM VISTA ALEGRE, Embu - SP, 6807430"
"Paineiras, 91 - Jd. Pinheirinho, Embu - SP, 6835110",-46.8566331,-23.6792088,"Paineiras, 91 - Jd. Pinheirinho, Embu - SP, 6835110"
"Ursa Maior, 289 - Jardim do Colégio, Embu - SP, 6815420",-46.81824,-23.6560831,"Ursa Maior, 289 - Jardim do Colégio, Embu - SP, 6815420"
"da Liberdade, 760 - Jardim Nossa Senhora de Fátima, Embu - SP, 6816255",-46.8154952,-23.6462756,"da Liberdade, 760 - Jardim Nossa Senhora de Fátima, Embu - SP, 6816255"
"DOS CANÁRIOS, 2576 - JARDIM VAZAME, Embu - SP, 6826420",-46.80363209999999,-23.6581037,"DOS CANÁRIOS, 2576 - JARDIM VAZAME, Embu - SP, 6826420"
"Antonio Cunha, 14 - CIPO, Embu-Guaçu - SP, 6900000",-46.7903025,-23.8778819,"Antonio Cunha, 14 - CIPO, Embu-Guaçu - SP, 6900000"
"Darcy de Moraes, 20 - Flórida, Embu-Guaçu - SP, 6900000",-46.8211405,-23.8493101,"Darcy de Moraes, 20 - Flórida, Embu-Guaçu - SP, 6900000"
"Arlete Aparecida de Moraes Lopes, 200 - Centro, Embu-Guaçu - SP, 6900000",-46.8169697,-23.8272922,"Arlete Aparecida de Moraes Lopes, 200 - Centro, Embu-Guaçu - SP, 6900000"
"Idalina Maria Fiorese, 899 - CENTRO, Emilianópolis - SP, 19350000",-51.4815437,-21.8269563,"Idalina Maria Fiorese, 899 - CENTRO, Emilianópolis - SP, 19350000"
"Rua Benedita Neves de Oliveira, 441 - Residencial Eldorado II, Engenheiro Coelho - SP, 13165000",-47.2066059,-22.4958239,"Rua Benedita Neves de Oliveira, 441 - Residencial Eldorado II, Engenheiro Coelho - SP, 13165000"
"Dr João Plínio Fernandes, 56 - Centro, Espírito Santo do Pinhal - SP, 13990000",-46.7483714,-22.1939004,"Dr João Plínio Fernandes, 56 - Centro, Espírito Santo do Pinhal - SP, 13990000"
